TransactionAmount,TransactionDate,TransactionType,Location,Channel,CustomerAge,CustomerOccupation,TransactionDuration,LoginAttempts,AccountBalance,PreviousTransactionDate,Kategori_Transaksi,Kategori_Umur,bin_Kategori_Transaksi,bin_Kategori_Umur,Target
254.92,1722,Credit,San Antonio,ATM,28.0,Engineer,169.0,1.0,2791.12,55,sedang,dewasa,1,0,2
115.11000000000001,824,Debit,Albuquerque,Online,28.0,Engineer,139.0,1.0,9808.97,235,kecil,dewasa,0,0,3
171.11,872,Debit,San Francisco,ATM,57.0,Retired,171.0,1.0,6324.09,137,sedang,lansia,1,1,3
168.54,207,Debit,Oklahoma City,ATM,70.0,Doctor,142.0,1.0,13406.0,111,sedang,lansia,1,1,1
408.46,423,Debit,Raleigh,Branch,64.0,Retired,27.999999999999986,1.0,3140.79,117,tinggi,lansia,2,1,1
905.2875,1553,Credit,Detroit,Online,30.0,Doctor,45.0,1.0,10357.26,166,tinggi,dewasa,2,0,2
342.17,2363,Credit,New York,Branch,21.0,Student,247.0,1.0,461.8299999999999,129,tinggi,muda,2,2,0
580.71,1752,Debit,Philadelphia,ATM,53.0,Engineer,95.0,1.0,5670.0,270,tinggi,lansia,2,1,2
821.54,1549,Credit,Atlanta,Branch,79.0,Retired,36.0,1.0,4040.32,333,tinggi,lansia,2,1,2
253.47,1090,Debit,Atlanta,Branch,20.0,Student,238.0,1.0,220.51000000000022,109,sedang,muda,1,2,3
22.810000000000002,974,Debit,New York,Online,62.0,Retired,75.0,1.0,3634.76,96,kecil,lansia,0,1,3
266.57,1212,Credit,Boston,Online,39.0,Engineer,96.0,1.0,7180.48,47,sedang,dewasa,1,0,3
374.61,1604,Credit,Mesa,Online,75.0,Retired,37.0,1.0,1389.71,300,tinggi,lansia,2,1,2
339.35,214,Credit,Boston,ATM,78.0,Retired,70.0,1.0,5002.7,114,tinggi,lansia,2,1,1
810.36,118,Debit,Columbus,ATM,20.0,Student,67.0,1.0,9239.12,56,tinggi,muda,2,2,1
9.829999999999984,1339,Debit,Memphis,ATM,24.0,Student,86.0,1.0,666.4200000000001,160,kecil,muda,0,2,2
135.57,1091,Credit,Boston,Branch,51.0,Doctor,116.0,1.0,11351.64,320,sedang,lansia,1,1,3
340.05,2021,Debit,Detroit,ATM,43.0,Engineer,37.0,1.0,7234.15,80,tinggi,dewasa,2,0,0
283.45,1951,Debit,Colorado Springs,Branch,27.0,Engineer,127.0,1.0,2049.51,148,sedang,dewasa,1,0,0
100.99000000000001,967,Debit,New York,ATM,68.0,Doctor,114.0,1.0,8865.27,169,kecil,lansia,0,1,3
90.88,337,Debit,Albuquerque,Branch,18.0,Student,176.0,1.0,3908.47,50,kecil,muda,0,2,1
655.1499999999999,5,Debit,Seattle,ATM,26.0,Engineer,264.0,1.0,5587.44,52,tinggi,dewasa,2,0,1
320.55,787,Debit,Milwaukee,Online,50.0,Engineer,118.0,1.0,438.75,111,sedang,lansia,1,1,3
41.50999999999999,1850,Debit,Phoenix,Online,28.0,Student,48.0,1.0,609.6000000000004,330,kecil,dewasa,0,0,2
71.53000000000003,2030,Credit,Jacksonville,Branch,68.0,Retired,39.0,1.0,2393.73,336,kecil,lansia,0,1,0
467.13,1820,Credit,Kansas City,Branch,54.0,Retired,45.0,1.0,3914.84,35,tinggi,lansia,2,1,2
235.4,1805,Debit,Detroit,Branch,28.0,Student,70.0,1.0,818.3599999999997,230,sedang,dewasa,1,0,2
159.32,110,Debit,Seattle,Branch,18.0,Student,100.0,1.0,304.4399999999996,249,sedang,muda,1,2,1
50.829999999999984,2375,Credit,Philadelphia,Online,30.0,Doctor,48.0,1.0,9553.42,223,kecil,dewasa,0,0,0
56.889999999999986,219,Credit,Houston,Branch,59.0,Engineer,56.0,1.0,3034.67,209,kecil,lansia,0,1,1
20.220000000000027,490,Debit,Jacksonville,ATM,43.0,Engineer,138.0,1.0,5515.32,9,kecil,dewasa,0,0,1
50.400000000000006,582,Debit,San Antonio,Branch,36.0,Doctor,84.0,1.0,1677.0100000000002,54,kecil,dewasa,0,0,1
73.87999999999997,835,Debit,Los Angeles,Branch,53.0,Retired,131.0,1.0,4055.55,108,kecil,lansia,0,1,3
119.61000000000001,514,Debit,San Diego,ATM,33.0,Doctor,53.0,1.0,9899.94,65,sedang,dewasa,1,0,1
905.2875,2187,Debit,Miami,Branch,18.0,Student,129.0,1.0,756.7399999999998,324,tinggi,muda,2,2,0
116.57999999999998,1612,Debit,Raleigh,Branch,43.0,Engineer,247.0,1.0,2620.74,27,kecil,dewasa,0,0,2
905.2875,1181,Debit,Portland,ATM,30.0,Doctor,161.0,1.0,11090.24,244,tinggi,dewasa,2,0,3
391.96,1111,Debit,,ATM,64.0,Retired,79.0,1.0,2174.16,24,tinggi,lansia,2,1,3
156.26,17,Credit,Virginia Beach,Branch,46.0,Engineer,160.0,1.0,7854.1,186,sedang,lansia,1,1,1
427.0,1388,Credit,Oklahoma City,Branch,49.0,Engineer,163.0,1.0,8253.65,67,tinggi,lansia,2,1,2
443.68,766,Debit,Tucson,,18.0,Student,137.0,1.0,874.1499999999996,243,tinggi,muda,2,2,3
101.75999999999999,341,,Philadelphia,,31.0,Doctor,26.0,1.0,6043.25,284,kecil,dewasa,0,0,1
67.57,1516,Debit,Charlotte,Branch,37.0,Engineer,107.0,1.0,2766.12,291,kecil,dewasa,0,0,2
326.29,2312,Debit,Denver,Online,56.0,Engineer,179.0,1.0,8171.26,260,sedang,lansia,1,1,0
158.56,416,Debit,Sacramento,ATM,33.0,Doctor,100.0,1.0,5401.21,264,sedang,dewasa,1,0,1
56.02000000000001,1122,Debit,Memphis,Online,27.0,Student,142.0,1.0,3548.02,95,kecil,dewasa,0,0,3
288.28,119,,Portland,Online,27.0,Student,36.0,1.0,160.82999999999993,10,sedang,dewasa,1,0,1
245.67,18,Credit,Portland,Branch,24.0,Student,107.0,1.0,752.25,82,sedang,muda,1,2,1
152.18,1431,Credit,Los Angeles,Online,39.0,Engineer,176.0,1.0,2459.84,266,sedang,dewasa,1,0,2
114.35,2223,Credit,El Paso,Branch,41.0,Engineer,21.0,1.0,469.1199999999999,230,kecil,dewasa,0,0,0
373.27,1305,Credit,Miami,Online,61.0,Doctor,79.0,1.0,8441.61,360,tinggi,lansia,2,1,2
504.63,2126,Debit,Portland,Online,60.0,Engineer,168.0,1.0,3806.16,87,tinggi,lansia,2,1,0
126.22,806,Debit,Atlanta,ATM,46.0,Engineer,77.0,1.0,6133.41,78,sedang,lansia,1,1,3
820.15,2379,Debit,Kansas City,Branch,47.0,Doctor,181.0,1.0,8802.97,251,tinggi,lansia,2,1,0
905.2875,613,Credit,Houston,Online,68.0,Doctor,127.0,1.0,14881.77,166,tinggi,lansia,2,1,1
8.370000000000005,82,Debit,Colorado Springs,ATM,63.0,Retired,135.0,1.0,1106.3399999999997,299,kecil,lansia,0,1,1
197.49,1202,Credit,Fresno,Online,53.0,Retired,30.0,1.0,5005.33,17,sedang,lansia,1,1,3
637.97,1992,Debit,New York,Branch,58.0,Retired,90.0,1.0,7949.03,93,tinggi,lansia,2,1,0
13.519999999999982,871,Debit,Seattle,ATM,26.0,Student,65.0,1.0,259.77000000000044,7,kecil,dewasa,0,0,3
432.1,540,Debit,San Francisco,ATM,49.0,Engineer,240.0,1.0,2114.3,233,tinggi,lansia,2,1,1
375.17,1049,Debit,Fort Worth,ATM,51.0,Engineer,66.0,1.0,5495.3,302,tinggi,lansia,2,1,3
642.68,324,Debit,Fresno,Branch,50.0,Doctor,94.0,1.0,8461.46,135,tinggi,lansia,2,1,1
78.44,2192,Credit,San Jose,Online,52.0,Retired,292.0,1.0,6870.84,255,kecil,lansia,0,1,0
139.72,107,Debit,Memphis,Branch,49.0,Engineer,201.0,1.0,5058.83,121,sedang,lansia,1,1,1
499.99,1400,Debit,San Jose,Branch,31.0,Engineer,296.0,1.0,8885.0,162,tinggi,dewasa,2,0,2
10.069999999999993,114,Debit,Albuquerque,Online,24.0,Student,49.0,1.0,530.8099999999995,154,kecil,muda,0,2,1
120.62,395,Debit,Raleigh,ATM,23.0,Student,85.0,1.0,9379.53,16,sedang,muda,1,2,1
578.49,1937,Debit,Nashville,Branch,59.0,Retired,180.0,1.0,6475.13,27,tinggi,lansia,2,1,0
119.30000000000001,1576,Debit,Mesa,Branch,34.0,Engineer,22.0,1.0,319.03999999999996,152,sedang,dewasa,1,0,2
280.92,2484,Debit,Phoenix,Online,41.0,Doctor,168.0,1.0,5298.85,18,sedang,dewasa,1,0,0
42.41999999999999,997,Debit,Sacramento,Online,21.0,Student,102.0,1.0,490.5699999999997,168,kecil,muda,0,2,3
77.03,1118,Debit,Fresno,ATM,67.0,Doctor,259.0,1.0,11310.27,103,kecil,lansia,0,1,3
22.589999999999975,573,Debit,Seattle,ATM,62.0,Retired,45.0,1.0,3988.75,119,kecil,lansia,0,1,1
568.76,1871,Debit,Baltimore,ATM,51.0,Retired,155.0,1.0,7484.32,345,tinggi,lansia,2,1,2
25.939999999999998,1945,Credit,San Jose,Online,58.0,Retired,211.0,1.0,4815.11,15,kecil,lansia,0,1,0
105.94,1418,Debit,Oklahoma City,Branch,51.0,Engineer,207.0,1.0,5963.1,216,kecil,lansia,0,1,2
733.29,529,Debit,Virginia Beach,ATM,52.0,Doctor,94.0,1.0,10427.0,49,tinggi,lansia,2,1,1
350.15,2224,Credit,Fresno,ATM,21.0,Student,195.0,1.0,296.47000000000025,134,tinggi,muda,2,2,0
905.2875,1569,Debit,Kansas City,ATM,65.0,Doctor,105.0,1.0,1100.06,39,tinggi,lansia,2,1,2
183.67,1159,Debit,San Diego,Online,19.0,Student,238.0,1.0,910.2600000000002,281,sedang,muda,1,2,3
278.27,666,Debit,Tucson,Branch,29.0,Doctor,123.0,1.0,6684.34,215,sedang,dewasa,1,0,3
470.30000000000007,1699,Debit,Austin,ATM,40.0,Doctor,88.0,1.0,8524.09,97,tinggi,dewasa,2,0,2
261.69,2238,Debit,Philadelphia,ATM,53.0,Retired,84.0,1.0,5126.65,166,sedang,lansia,1,1,0
365.04,452,Debit,Virginia Beach,Branch,22.0,Student,94.0,1.0,873.8900000000003,344,tinggi,muda,2,2,1
211.1,1712,Debit,Miami,Branch,57.0,Retired,136.0,1.0,7059.77,38,sedang,lansia,1,1,2
21.49000000000001,810,Debit,Denver,ATM,58.0,Doctor,240.0,1.0,11991.24,105,kecil,lansia,0,1,3
63.579999999999984,1690,Debit,Columbus,ATM,18.0,Student,199.0,1.0,8086.04,332,kecil,muda,0,2,2
321.86,1333,Debit,San Antonio,ATM,63.0,Doctor,167.0,1.0,12626.49,12,sedang,lansia,1,1,2
12.110000000000014,2353,Debit,Jacksonville,,75.0,Retired,127.0,1.0,1730.2799999999997,47,kecil,lansia,0,1,0
642.54,856,Debit,Milwaukee,Branch,44.0,Engineer,27.999999999999986,1.0,3143.17,253,tinggi,dewasa,2,0,3
210.45,2342,Debit,Las Vegas,ATM,27.0,Student,146.0,1.0,1242.4899999999998,1,sedang,dewasa,1,0,0
313.65,179,Credit,Chicago,Branch,55.0,Retired,173.0,1.0,1886.3599999999997,265,sedang,lansia,1,1,1
99.75999999999999,1424,Debit,Sacramento,Branch,26.0,Student,131.0,1.0,416.8900000000003,3,kecil,dewasa,0,0,2
115.31999999999996,1348,Debit,Denver,Branch,53.0,Retired,113.0,1.0,5929.08,133,kecil,lansia,0,1,2
33.610000000000014,1535,Debit,Milwaukee,Online,23.0,Student,72.0,1.0,479.0799999999999,137,kecil,muda,0,2,2
498.59,182,Credit,Oklahoma City,Online,33.0,Doctor,32.0,1.0,5862.99,35,tinggi,dewasa,2,0,1
98.81,1632,Debit,San Francisco,Branch,27.0,Student,91.0,1.0,797.1000000000004,108,kecil,dewasa,0,0,2
1.8699999999999477,1980,Debit,Washington,ATM,65.0,Retired,147.0,1.0,7287.94,205,kecil,lansia,0,1,0
78.92000000000002,1100,Credit,Jacksonville,Online,59.0,Engineer,95.0,1.0,5624.86,125,kecil,lansia,0,1,3
194.29,142,Credit,Seattle,Branch,39.0,Engineer,10.0,1.0,2988.41,154,sedang,dewasa,1,0,1
28.730000000000018,2485,Debit,Kansas City,ATM,53.0,Engineer,185.0,1.0,2712.96,134,kecil,lansia,0,1,0
105.53,1103,Debit,Colorado Springs,Online,24.0,Student,88.0,1.0,1433.6599999999999,231,kecil,muda,0,2,3
737.34,550,Debit,Miami,Online,30.0,Doctor,34.0,1.0,7336.56,103,tinggi,dewasa,2,0,1
237.86,239,Debit,Philadelphia,ATM,18.0,Student,210.0,1.0,475.6300000000001,237,sedang,muda,1,2,1
409.61,1355,Debit,Kansas City,Branch,65.0,Doctor,89.0,1.0,11698.15,233,tinggi,lansia,2,1,2
75.53,1537,Credit,Fresno,Online,21.0,Student,157.0,1.0,1034.3499999999995,48,kecil,muda,0,2,2
72.75,782,Debit,Phoenix,ATM,64.0,Doctor,15.0,1.0,12042.79,56,kecil,lansia,0,1,3
39.110000000000014,1624,Debit,Columbus,Online,26.0,Student,143.0,1.0,518.54,124,kecil,dewasa,0,0,2
905.2875,453,Debit,San Francisco,ATM,23.0,Student,139.0,1.0,1258.9300000000003,290,tinggi,muda,2,2,1
729.38,2137,Debit,Los Angeles,ATM,68.0,Doctor,90.0,1.0,9127.65,113,tinggi,lansia,2,1,0
137.49,1359,Debit,Fort Worth,ATM,34.0,Engineer,50.0,1.0,4471.05,41,sedang,dewasa,1,0,2
504.71,678,Debit,Detroit,Online,29.0,Engineer,61.00000000000001,1.0,6214.54,134,tinggi,dewasa,2,0,3
371.47,980,Credit,Milwaukee,Branch,24.0,Student,58.0,1.0,1187.0400000000004,46,tinggi,muda,2,2,3
430.35,339,Debit,Charlotte,Online,36.0,Doctor,205.0,1.0,354.89999999999964,267,tinggi,dewasa,2,0,1
230.32,880,Debit,Las Vegas,Branch,35.0,Engineer,56.0,1.0,791.46,131,sedang,dewasa,1,0,3
121.70999999999998,1649,Debit,Chicago,ATM,52.0,Retired,140.0,1.0,5878.89,299,sedang,lansia,1,1,2
98.87,25,Debit,Detroit,Online,20.0,Student,179.0,1.0,533.1999999999998,35,kecil,muda,0,2,1
117.55000000000001,903,Debit,Fresno,ATM,24.0,Student,35.0,1.0,897.9400000000005,289,kecil,muda,0,2,3
244.64,357,Debit,Tucson,Branch,30.0,Doctor,103.0,1.0,9159.56,30,sedang,dewasa,1,0,1
321.93,2300,Debit,Nashville,ATM,45.0,Engineer,12.0,1.0,4392.73,88,sedang,dewasa,1,0,0
905.2875,152,Debit,Columbus,Branch,58.0,Retired,11.0,1.0,1390.98,87,tinggi,lansia,2,1,1
283.23,2485,Debit,El Paso,Online,40.0,Engineer,98.0,1.0,2008.77,75,sedang,dewasa,1,0,0
346.65,2475,Debit,Washington,Online,30.0,Engineer,60.0,1.0,6356.96,35,tinggi,dewasa,2,0,0
381.62,173,Debit,Las Vegas,Online,64.0,Retired,164.0,1.0,6009.12,360,tinggi,lansia,2,1,1
388.65,349,Debit,Oklahoma City,ATM,76.0,Retired,43.000000000000014,1.0,7896.85,112,tinggi,lansia,2,1,1
29.220000000000027,1235,Debit,San Antonio,ATM,24.0,Student,151.0,1.0,1649.4300000000003,160,kecil,muda,0,2,3
46.75,1389,Debit,Colorado Springs,Branch,67.0,Retired,150.0,1.0,2840.43,177,kecil,lansia,0,1,2
348.64,1057,Debit,San Jose,Online,57.0,Retired,128.0,1.0,3274.96,298,tinggi,lansia,2,1,3
319.17,78,Debit,Tucson,Online,73.0,Retired,81.0,1.0,6501.56,146,sedang,lansia,1,1,1
73.94999999999999,2063,Debit,Kansas City,ATM,26.0,Student,76.0,1.0,363.9200000000001,59,kecil,dewasa,0,0,0
389.63,311,Debit,Mesa,Online,27.0,Engineer,99.0,1.0,9748.48,152,tinggi,dewasa,2,0,1
217.61,533,Debit,Chicago,ATM,19.0,Student,45.0,1.0,1404.5299999999997,225,sedang,muda,1,2,1
199.84000000000003,94,Debit,Dallas,ATM,21.0,Student,150.0,1.0,706.4400000000005,171,sedang,muda,1,2,1
56.349999999999994,255,Debit,Charlotte,ATM,44.0,Doctor,75.0,1.0,5095.73,73,kecil,dewasa,0,0,1
248.95,1102,Credit,San Francisco,Branch,65.0,Retired,29.000000000000014,1.0,3059.79,189,sedang,lansia,1,1,3
142.58,1110,Debit,San Antonio,ATM,33.0,Engineer,145.0,1.0,7844.23,23,sedang,dewasa,1,0,3
905.2875,2485,Debit,Fort Worth,ATM,28.0,Student,87.0,1.0,1119.6099999999992,308,tinggi,dewasa,2,0,0
84.34,1043,Debit,Memphis,Online,58.0,Retired,248.0,1.0,5313.97,188,kecil,lansia,0,1,3
905.2875,1663,Debit,Phoenix,ATM,31.0,Engineer,156.0,1.0,6227.99,70,tinggi,dewasa,2,0,2
333.78,2269,Debit,San Diego,ATM,60.0,Retired,98.0,1.0,6810.94,87,tinggi,lansia,2,1,0
332.59,1279,Debit,San Antonio,Online,55.0,Retired,143.0,1.0,1457.0699999999997,162,tinggi,lansia,2,1,2
236.81,2017,Debit,Oklahoma City,Branch,22.0,Student,15.0,1.0,813.6800000000003,55,sedang,muda,1,2,0
417.8,1161,Credit,Philadelphia,Branch,27.0,Student,130.0,1.0,1518.8199999999997,174,tinggi,dewasa,2,0,3
319.27,1430,Debit,San Antonio,ATM,50.0,Doctor,150.0,1.0,10269.78,354,sedang,lansia,1,1,2
384.1,2485,Debit,Detroit,Branch,42.0,Engineer,172.0,1.0,672.79,318,tinggi,dewasa,2,0,0
820.62,445,Credit,Fresno,Branch,61.0,Doctor,158.0,1.0,6024.8,65,tinggi,lansia,2,1,1
474.77,2424,Credit,Indianapolis,Online,56.0,Engineer,50.0,1.0,2158.59,133,tinggi,lansia,2,1,0
542.72,1643,Credit,Indianapolis,Branch,43.0,Doctor,92.0,1.0,6011.8,150,tinggi,dewasa,2,0,2
79.80000000000001,2417,Debit,Fort Worth,ATM,73.0,Retired,76.0,1.0,6372.58,25,kecil,lansia,0,1,0
46.24000000000001,492,Debit,San Diego,Branch,57.0,Engineer,52.0,1.0,2569.56,61,kecil,lansia,0,1,1
327.8,2206,Debit,San Francisco,ATM,61.0,Doctor,54.0,1.0,10585.48,175,sedang,lansia,1,1,0
445.79,1238,Debit,Las Vegas,ATM,52.0,Doctor,161.0,1.0,717.9899999999998,341,tinggi,lansia,2,1,3
55.889999999999986,1517,Debit,Fresno,Online,72.0,Retired,150.0,1.0,3689.65,309,kecil,lansia,0,1,2
158.41,257,Debit,Sacramento,Branch,28.0,Student,16.0,1.0,1512.1599999999999,220,sedang,dewasa,1,0,1
101.19,2263,Credit,Denver,Online,64.0,Doctor,75.0,1.0,14389.45,201,kecil,lansia,0,1,0
827.14,120,Debit,El Paso,Branch,36.0,Engineer,265.0,1.0,9800.21,111,tinggi,dewasa,2,0,1
61.97,940,Debit,Phoenix,ATM,74.0,Retired,95.0,1.0,7014.69,263,kecil,lansia,0,1,3
27.20999999999998,1089,Debit,San Jose,ATM,79.0,Retired,102.0,1.0,3520.61,26,kecil,lansia,0,1,3
173.74,1674,Debit,Houston,Online,80.0,Retired,64.0,1.0,4913.42,328,sedang,lansia,1,1,2
176.11,1461,Debit,San Jose,Branch,38.0,Engineer,105.0,1.0,9155.35,247,sedang,dewasa,1,0,2
88.4,2113,Debit,Fort Worth,Online,46.0,Engineer,174.0,1.0,2567.53,198,kecil,lansia,0,1,0
567.92,1126,Debit,Columbus,Online,53.0,Retired,13.999999999999986,1.0,3779.47,348,tinggi,lansia,2,1,3
138.11,2350,Credit,Phoenix,Online,68.0,Retired,104.0,1.0,4177.65,41,sedang,lansia,1,1,0
456.93,1803,Credit,Virginia Beach,Branch,28.0,Engineer,193.0,1.0,7284.76,186,tinggi,dewasa,2,0,2
101.42000000000002,762,Debit,Atlanta,Online,66.0,Retired,146.0,1.0,6530.59,358,kecil,lansia,0,1,3
300.61,789,Debit,El Paso,Online,44.0,Doctor,51.0,1.0,7895.54,332,sedang,dewasa,1,0,3
265.94,1008,Debit,Boston,Online,54.0,Engineer,132.0,1.0,6781.3,14,sedang,lansia,1,1,3
345.54,159,Debit,San Diego,Online,29.0,Engineer,50.0,1.0,2091.78,285,tinggi,dewasa,2,0,1
411.52,75,Debit,Los Angeles,ATM,41.0,Doctor,88.0,1.0,11108.39,170,tinggi,dewasa,2,0,1
111.21000000000001,1543,Debit,Portland,Branch,35.0,Doctor,111.0,1.0,9088.36,348,kecil,dewasa,0,0,2
316.37,1592,Debit,Colorado Springs,ATM,53.0,Engineer,86.0,1.0,4671.69,97,sedang,lansia,1,1,2
260.63,2406,Debit,Fort Worth,Branch,37.0,Engineer,142.0,1.0,7534.73,146,sedang,dewasa,1,0,0
92.36000000000001,579,Debit,Dallas,ATM,29.0,Engineer,144.0,1.0,6353.14,92,kecil,dewasa,0,0,1
262.06,1678,Debit,Oklahoma City,Branch,63.0,Doctor,118.0,1.0,13587.52,240,sedang,lansia,1,1,2
64.5,1521,Debit,Denver,ATM,74.0,Retired,230.0,1.0,1351.2399999999998,128,kecil,lansia,0,1,2
253.55,77,Debit,Jacksonville,ATM,28.0,Engineer,85.0,1.0,2797.26,169,sedang,dewasa,1,0,1
175.94,1009,Debit,Indianapolis,ATM,57.0,Retired,89.0,1.0,3728.04,48,sedang,lansia,1,1,3
199.47,1485,Debit,Detroit,Online,57.0,Doctor,142.0,1.0,6067.44,59,sedang,lansia,1,1,2
51.06999999999999,155,Debit,Dallas,Branch,63.0,Retired,133.0,1.0,4292.16,348,kecil,lansia,0,1,1
435.86,2467,Debit,Jacksonville,ATM,56.0,Retired,134.0,1.0,3801.82,175,tinggi,lansia,2,1,0
74.73000000000002,189,Credit,Jacksonville,Branch,64.0,Retired,162.0,1.0,6353.22,123,kecil,lansia,0,1,1
182.79,2009,Credit,Louisville,Online,23.0,Student,13.999999999999986,1.0,1251.85,31,sedang,muda,1,2,0
628.36,135,Debit,Austin,Online,44.0,Doctor,108.0,1.0,11869.71,69,tinggi,dewasa,2,0,1
268.39,356,Debit,San Antonio,Online,29.0,Doctor,177.0,1.0,9409.43,321,sedang,dewasa,1,0,1
362.27,2485,Debit,Jacksonville,ATM,80.0,Retired,47.0,1.0,6003.59,72,tinggi,lansia,2,1,0
560.15,1498,Credit,Memphis,Online,50.0,Engineer,92.0,1.0,817.8299999999999,267,tinggi,lansia,2,1,2
351.99,1068,Debit,Chicago,ATM,80.0,Retired,45.0,1.0,3663.64,299,tinggi,lansia,2,1,3
132.36000000000004,503,Debit,Colorado Springs,Branch,28.0,Student,160.0,1.0,319.64999999999964,222,sedang,dewasa,1,0,1
24.769999999999982,2053,Credit,Nashville,Online,40.0,Engineer,17.0,1.0,478.22999999999956,57,kecil,dewasa,0,0,0
668.67,2092,Debit,Detroit,Online,44.0,Doctor,143.0,1.0,13446.81,6,tinggi,dewasa,2,0,0
80.23999999999998,908,Credit,New York,Branch,53.0,Doctor,58.0,1.0,8012.81,349,kecil,lansia,0,1,3
8.649999999999977,2167,Debit,Mesa,ATM,68.0,Retired,198.0,1.0,4201.22,311,kecil,lansia,0,1,0
178.91,521,Debit,Omaha,ATM,18.0,Student,19.0,1.0,8870.89,43,sedang,muda,1,2,1
115.22,2332,Debit,San Francisco,Branch,27.0,Engineer,108.0,1.0,906.1999999999998,164,kecil,dewasa,0,0,0
161.63,2427,Debit,San Jose,Online,46.0,Doctor,276.0,1.0,9286.37,118,sedang,lansia,1,1,0
542.75,2324,Credit,Nashville,Branch,70.0,Retired,63.0,1.0,2224.08,124,tinggi,lansia,2,1,0
317.47,790,Credit,Sacramento,Online,67.0,Doctor,16.0,1.0,14639.28,95,sedang,lansia,1,1,3
280.99,345,Debit,Houston,Branch,45.0,Engineer,29.000000000000014,1.0,9733.59,61,sedang,dewasa,1,0,1
24.189999999999998,251,Debit,San Diego,ATM,29.0,Engineer,27.999999999999986,1.0,2756.2,63,kecil,dewasa,0,0,1
586.85,1503,Debit,Mesa,ATM,36.0,Doctor,86.0,1.0,6655.15,354,tinggi,dewasa,2,0,2
372.41,1124,Debit,San Diego,ATM,55.0,Retired,143.0,1.0,3233.87,11,tinggi,lansia,2,1,3
383.69,2048,Debit,Colorado Springs,Online,54.0,Engineer,285.0,1.0,8371.11,220,tinggi,lansia,2,1,0
247.17,936,Credit,Chicago,Branch,65.0,Retired,149.0,1.0,2611.64,80,sedang,lansia,1,1,3
48.78000000000003,1472,Credit,Kansas City,Branch,18.0,Student,136.0,1.0,552.0599999999995,228,kecil,muda,0,2,2
4.149999999999977,1967,Credit,Omaha,Branch,60.0,Retired,119.0,1.0,6017.36,205,kecil,lansia,0,1,0
60.99000000000001,1398,Debit,Oklahoma City,Branch,34.0,Engineer,58.0,1.0,7281.46,88,kecil,dewasa,0,0,2
408.19,2373,Debit,Mesa,Branch,26.0,Engineer,241.0,1.0,6847.47,126,tinggi,dewasa,2,0,0
524.6,660,Debit,El Paso,Branch,58.0,Doctor,76.0,1.0,13017.7,203,tinggi,lansia,2,1,3
108.96000000000001,1891,Debit,Milwaukee,ATM,26.0,Student,247.0,1.0,7597.66,17,kecil,dewasa,0,0,0
70.03000000000003,2389,Debit,Nashville,Branch,63.0,Retired,49.0,1.0,7330.31,92,kecil,lansia,0,1,0
124.84,1775,Debit,Louisville,Online,52.0,Retired,79.0,1.0,6711.78,304,sedang,lansia,1,1,2
324.04,1225,Debit,Virginia Beach,ATM,54.0,Retired,30.0,1.0,2248.06,104,sedang,lansia,1,1,3
39.69,749,Debit,Austin,Online,70.0,Retired,163.0,1.0,3524.68,81,kecil,lansia,0,1,3
157.7,2276,Credit,Omaha,Branch,58.0,,46.0,1.0,8332.58,276,sedang,lansia,1,1,0
81.26999999999998,2089,Credit,Seattle,Online,22.0,Student,68.0,1.0,1814.48,263,kecil,muda,0,2,0
193.82,730,Debit,Kansas City,Branch,37.0,Engineer,176.0,1.0,3886.77,345,sedang,dewasa,1,0,3
16.730000000000018,2268,Debit,,Online,79.0,Retired,165.0,1.0,7591.13,101,kecil,lansia,0,1,0
474.05,1465,Debit,San Jose,ATM,57.0,Retired,214.0,1.0,1484.31,262,tinggi,lansia,2,1,2
39.20999999999998,846,Debit,Miami,ATM,66.0,Doctor,245.0,1.0,9385.57,328,kecil,lansia,0,1,3
637.75,1328,Debit,Dallas,Branch,79.0,Retired,152.0,1.0,4202.92,148,tinggi,lansia,2,1,2
153.59,812,Credit,Portland,Branch,66.0,Retired,174.0,1.0,4813.12,200,sedang,lansia,1,1,3
186.6,2007,Debit,Tucson,Branch,18.0,Student,139.0,1.0,9716.68,253,sedang,muda,1,2,0
644.08,833,Debit,Atlanta,Online,24.0,Student,55.0,1.0,1980.62,55,tinggi,muda,2,2,3
226.66,2455,Debit,,Branch,41.0,Doctor,168.0,1.0,10216.25,82,sedang,dewasa,1,0,0
305.0,1906,Debit,Phoenix,ATM,22.0,Student,222.0,1.0,944.8299999999999,27,sedang,muda,1,2,0
233.1,105,Credit,Nashville,Branch,42.0,Doctor,37.0,1.0,7469.2,315,sedang,dewasa,1,0,1
793.13,849,Debit,Memphis,Online,68.0,Doctor,76.0,1.0,13389.16,202,tinggi,lansia,2,1,3
224.19,1767,Debit,Houston,ATM,52.0,Doctor,93.0,1.0,8475.47,71,sedang,lansia,1,1,2
214.83,551,Credit,Tucson,ATM,23.0,Student,63.0,1.0,991.6900000000005,321,sedang,muda,1,2,1
163.46,1673,Credit,Baltimore,Branch,63.0,Retired,111.0,1.0,6953.8,308,sedang,lansia,1,1,2
194.99,2273,Debit,Jacksonville,Branch,34.0,Engineer,91.0,1.0,1370.0299999999997,87,sedang,dewasa,1,0,0
23.399999999999977,254,Debit,El Paso,ATM,46.0,Doctor,175.0,1.0,14851.28,51,kecil,lansia,0,1,1
